AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;1;18.05.2011;4133;Herr;Illya Hansmann;69231;Rauenberg;Im Warmet 180;Deutschland
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;2;30.04.2011;3921;Herr;Hendrik Simon;75757;Elsenz;Auf dem Huegel 164;Deutschland
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;3;18.03.2011;4634;Mr;Benjamin Heiler;63728;New Orleans;279 Voodoo Avenue;USA
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;4;05.04.2011;3149;Frau;Claire Bentink;68163;Mannheim-Lindenhof;Meerfeldstr. 19;Deutschland
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;5;08.06.2011;836;Frau;Irmgard Lindwurm;63150;Heusenstamm;Max-Planck-Str. 177;Deutschland
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;6;24.05.2011;3336;Herr;Peter Marshall;16233;Potsdam;Karl-Marx-Allee 65;Deutschland
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;7;05.05.2011;298;;Hoffmann-La Roche;7110;Nutley;340 Kingsland Street;USA
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;8;08.04.2011;2581;Herr;Johannes Buehler;55128;Mainz;Leichhof 154;Deutschland
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;9;14.03.2011;1923;Herr;Johannes Prinz;55128;Mainz;Leichhof 134;Deutschland
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;10;22.07.2011;3515;Herr;Adam Buehler;69483;Wald-Michelbach;Heidelberger Str. 278;Deutschland
AA;American Airlines;;17;JFK;USA;NEW YORK;SFO;USA;SAN FRANCISCO;  6:01;11.08.2011;422,94;747-400;BOEING COMMERCIAL AIRPLANES;370;385;11;21.06.2011;4444;Herr;Friedrich Forstmann;63263;Neu-Isenburg;Friedensallee 142;Deutschland
