AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;1;01.05.2011;1943;Herr;Georg Eichbaum;69190;Walldorf;Caspar-David-Friedrich-Str. 19;Deutschland
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;2;27.07.2011;3059;Herr;Siegfried Matthaeus;15344;Strausberg;Schillerstr. 228;Deutschland
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;3;04.05.2011;1995;Herr;Matthias Pan;69123;Heidelberg;Gartenstr. 143;Deutschland
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;4;14.04.2011;88;;Brain Associates;2373;London TW3 LN2;243 Querin Blvd;Grossbritannien
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;5;25.07.2011;3060;Dr.;Gerd Eichbaum;69207;Gerd;Forstmann 34;Deutschland
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;6;03.06.2011;388;Herr;James Delon;22334;San Francisco;140 Golden Gate Drive;USA
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;7;16.07.2011;1031;Frau;Anneliese Pratt;23056;Buxtehude;Am Deich 15;Deutschland
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;8;17.06.2011;2525;Herr;Prof. Dr. Friedrich Prinz;63263;Neu-Isenburg;Friedensallee 47;Deutschland
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;9;04.04.2011;96;;HTG Komponente GmbH;30132;Hannover;Werner Straße 12;Deutschland
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;10;08.07.2011;2169;Mr.;Guillermo Madeya;28020;Madrid;207 Pza. Pablo Ruiz Picasso;Spanien
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;11;01.05.2011;4146;Herr;James Gahl;22334;San Francisco;268 Golden Gate Drive;USA
AZ;Alitalia;;555;FCO;Italien;ROME;FRA;Deutschland;FRANKFURT;  2:05;11.08.2011;185;A319-100;AIRBUS S.A.S.;115;120;12;19.07.2011;2952;Herr;August Sommer;66464;Homburg;Alte Reichsstr. 158;Deutschland
